user_name,text,place_name,country
Chechucherias,"Que bonito decir que el Gobierno lo hace fatal, que tiene la culpa de todo, y luego salir en manada a la calle. Cua… https://t.co/1dhgmbCKVq",Talavera de la Reina,ES
Flordelima17,@dmartinezpr Rosa Díez sólo odia descaradamente a Iglesias y Sánchez. Y lo hace sin pudor. Cree que nos engaña.,Nigrán,ES
xDaniik,@DecayQQ el gobierno debe preveer que vamos a ser gilipollas tb t digo,Aljaraque,ES
PeterPate15,"@iescolar Saca lo de guns Cuba 
Claro Garzón tiene coche oficial 
Dimisión el gobierno por Cuba",Sevilla,ES
CatalanChiflado,@Angie41940 @Adrian_Lastra Se la echamos a Vox si quieres pedazo de mandril,Miguelturra,ES
lara_martinez8,"Como la concejala de VOX ha borrado las fotos, razón de más para compartirlo.

Con gentuza como esta que haya un re… https://t.co/Gd0Pej2ydw",Sant Joan d'Alacant,ES
MMagan82,"Estamos a dos telediarios del ""El Gobierno consigue que los niños salgan a pasear por primera vez desde la Guerra Civil""",Madrid,ES
CabotCardell,@jmperpinya1 Juanmi por los que se ve no os va bien nada del gobierno pensad que el respeto es fundamental y vosotr… https://t.co/RWQOeUWXyW,Palma,ES
JrobledoJavier,"@pablocasado_ mueve el culo y haz oposicion de verdad, hay que quitar a este gobierno ya. Dejate de mariconadas y m… https://t.co/F2RnhPNSBw",Corbera de Llobregat,ES
yasmaribello,"La misión espiritual de los perros 🐶🐾
Sabias que a ellos también podemos calcular su misión de vida?
Puedes leerlo… https://t.co/zJAZ1YprI4",Madrid,ES
El_Perchelero,El gobierno socialcomunista nos dice k saquemos nuestros niños sin saber cuántos contagiados hay en España y si se… https://t.co/qSPuikW2WK,Málaga,ES
claudiaceacero,@jesus_manueel02 Pero claro el gobierno no tiene la culpa😂,Baeza,ES
mellamanchapi,"¿Que el gobierno tiene parte de culpa al no preveer que iba a pasar esto? Si, ¿Que somos unos irresponsables,los pr… https://t.co/nke8vPQi2v",Granada,ES
cachitopucela,"Luego echaremos la culpa al gobierno (Del que no son fan, y la tiene, y mucha), pero si para lo básico hacemos lo q… https://t.co/0cdTSlnoIh",Valladolid,ES
MiguelGarciaDo6,8.Exigiendo a toda nuestra clase Politica a TODA...que han sido elegidos para Servir al Pueblo ...que s nadie se le… https://t.co/ePo7MOFSxB,Palma,ES
solaresplacasmf,@rakeld12341234 @Lauralagartija Un facha no tiene sentimientos,Vilassar de Mar,ES
EMmanuE83031381,No hace falta pulserita ni ser facha y si español para lo que haga falta los temporeros ya no vienen.,Madrid,ES
Top_Fincas,"El Gobierno de España ya había publicado la 📲 “GUÍA DE BUENAS PRÁCTICAS EN LAS SALIDAS
DE LA POBLACIÓN INFANTIL DUR… https://t.co/jwVeHQcSkw",Seville,ES
Francis82301745,Mientras esperamos podemos 🕺🎶 en Moncloa esta en directo o igual esta el niño allí 🤣🤣🤣,Málaga,ES
fandeNuriaFeliu,@Mbmbm3m @sito_1983 @sanidadgob @salvadorilla Y aún defiendes a un gobierno inepto... así va este país. Vergüenza.,Barcelona,ES
JOSEANGELROELR1,"Sñ. Abascal , Sñ. Pablo Casado, dadas las circunstancias de desmán de este régimen, no sería mejor que se produzca… https://t.co/yVhA7iwuMk",San Vicente del Palacio,ES
MiguelGarciaDo6,9.A un gobierno que ni lleva 100 días de gobierno con medias verdades ..con X calumnias ..Acusando a nuestro presid… https://t.co/wgNCBD39Mq,Palma,ES
JaumedeMallorca,Luego podemos discutir lo de que tengan que salir dos niños con uno de los padres únicamente. En muchos casos es ca… https://t.co/L9tSx7mriF,Palma,ES
mariliendre3,@PabloIglesias @SextaNocheTV Podemos 🙋,Málaga,ES
acpsicopedagoga,"No podemos permitirnos retroceder en el control de la pandemia, por favor, pido a las familias responsabilidad y se… https://t.co/TmxW9P3Bku",Valencia,ES
A_MtnezIniesta,🚨 Me parece totalmente deplorable que por parte del gobierno socialcomunista de @sanchezcastejon  dedique esta exce… https://t.co/gWDp2MtTrU,Albacete,ES
carmen81533233,Sánchez se carga el pacto con el PP a través de una brutal embestida en 'El País' contra Casado - Libertad Digital https://t.co/KwPo2SCpDJ,Vallromanes,ES
RimandoMoreno,"@RobertDeglane @jmdelalamo L gobierno sabe perfectamente lo que está provocando, son trileros de la política",Madrid,ES
Ceci264,La manía de mis profesores de mandar mil cosas de la Universidad sin saber si los alumnos podemos hacerlo va bien no? 👏,La Unión,ES
AbafPrieto,Jesucristo era judio y de izquierdas y tu un puto facha,Córdoba,ES
can_summeren27,"De los creadores de ""con otro gobierno estariamos igual o peor"" y ""todos los politicos son iguales"" llega ahora el… https://t.co/Nu5DviCNzq",Colmenar Viejo,ES
aliciacorts1,"A ver repasemos...
Mueren miles de personas en España
Insultan al gobierno por mala gestión
Dan a la gente la oport… https://t.co/2TLqyMBpBo",Arroyo de la Luz,ES
rodillo3,@LiarlaPardo veamos quien es este infame @JesusCintora este vocero del gobierno como esta televisión @laSextaTV  as… https://t.co/j4CHzXvlhW,Sevilla,ES
JesusRuiperez1,No te lo vamos a permitir». Javier Negre culpa al gobierno de la muerte de José María Calleja y provoca la indignac… https://t.co/h4lxnBosyg,Salamanca,ES
BalladaresEnric,"IRRESPONSABLES.
Tenemos el gobierno que nos corresponde.",Taradell,ES
Vinnikun,"Y aplauso al Gobierno por permitirlo claro, no vaya a ser que se enfaden los equidistantes de los cojones",Barcelona,ES
santi05058,@RosaMariaPaya @CarmenEGonzale2 Algo q decir de esto?Pablo Iglesias yAlberto Garzón,Castellón de la Plana,ES
PacoParraMartn1,@PabloIglesias ya que su partido es tan generoso a ver si se le ocurre proponer en el Congreso que todo los polític… https://t.co/UKggse9oKX,Écija,ES
Katxuki75,@RubenSanchezTW Claro los fachas no cumplen las normas y los rojos si? Ole su cara.,Ames,ES
LeandrDelMoral,Greenpeace avisa a Pablo Casado de un evidente descuido en esta foto y bate récords de compartidos https://t.co/l7128X2mUr,Sevilla,ES
carmen81533233,@telecincoes Así cuidan de sus hijos  haber que dice avascal y pp,Vallromanes,ES
ElChefPeroncho,@romancedawn097 @InfinitoAsombro Si lo queres comprar para atesorar o viajar el gobierno recarga un 30% .. el de 68… https://t.co/e99tYLKrlU,González Catán,AR
erjuabito,#subnormales Y ya sabéis porque el gobierno no queria permitir los peseos. Panda de gilipollas.,Sevilla,ES
MiguelGarciaDo6,11.Este señor se llama Aznar ...y los lideres de VOX  en unión muy estrecha con gran parte de la Jerarquia.catolica… https://t.co/a0kJlWIjLs,Palma,ES
CarlosL13101256,"@RubenSanchezTW Ven a Pablo Iglesias y del Odio que sueltan, se ponen ciegos ni ven que lleva guantes, luego a deci… https://t.co/JNu05XPXxA",Zamora,ES
gmdeaguilera,"@DePenafort Ya, pero mostrar la realidad trágica ...es de fachas",Albacete,ES
angeeles013,El PP critica el «caos de desgobierno» de Sánchez: «En lugar de mascarillas trae un CIS que nadie pedía»: https://t.co/QA4htN8VKI,Palma,ES
Eloy99_bmx,"@WeekendInBalow Iglesias ""llorando"" cuando ascendió al poder no daba pena, daba miedo. 
JAJAJAAJAJAJAJAJJAJA",Vilagarcía de Arousa,ES
gastronfo,"Facebook me ha quitado por su cuenta la foto de ""Quedate en casa"" porque era ""temporal"". Se viene comunicado de Vox en breve. #SPOILERS",Sagunto,ES
eriikamartiinez,"a lo mejor deberíamos dejar la cacerolada en contra del gobierno y empezar a hacerla en contra de los padres irresponsables, de nada.",Elche,ES
treki23,@javilosana Y cuando el gobierno se deje de idioteces de fijar precios maximos,Alcorcón,ES
mariaruizvega1,@EssureE @JuanMa_Moreno MUY BIEN..PERO QUE LES DE EL DINERO QUE LES DEBE ESTE GOBIERNO ASESINO SOCIALCOMUNISTA A LA… https://t.co/Mxz0qcEoAV,Granada,ES
Hkto_Khan,"Ahora entiendo que el gobierno quisiera que los niños comenzarán a salir al súper o a la farmacia, yo ya lo dije, t… https://t.co/O38LtE8MTM",Valladolid,ES
Beatriz_sgc,@Solobuhiitta @Elbuhoindomable Yo es que ya no entiendo nada. Porque de momento nadie del gobierno se pronuncia por lo q está pasando hoy.,Madrid,ES
gmdeaguilera,"@86Monik37 El gobierno pinta una situación irreal, al gobierno no ha dado suficiente información de la realidad (uc… https://t.co/hkXk5iH2hj",Albacete,ES
barlondres,CARLOS CUESTA: Iglesias exigió a Sánchez aumentar el control de la prens... https://t.co/ddrhy2hm8u vía @YouTube #GobiernoDimisionYa,Pamplona,ES
Cesaltinade,"@rosadiezglez La envidia te corroe, ni en Vox te quieren.",Barcelona,ES
NuriaCPou,"@Santi_ABASCAL Tú alucinas, tío mierda.
Ni mi vecino el facha ha salido.",Candeleda,ES
MABBSOLLER,"En Baleares dar el año por perdido significa la ruina para la mitad de la población, señor Casado ayudenos abriendo… https://t.co/g66FwaL5Ph",Sóller,ES
BEAMPOLO,#SanchezSalDeLaMoncloa dimite tu y tu gobierno y deja que gente mas preparada tome el rumbo del pais.,Yecla,ES
elenamar98,@Antonio_arv @rubenrsh99 @isidro1000 Me da a mi que lo de los niños no ha sido culpa del gobierno,Carrión de Calatrava,ES
AbrahamBiologia,"Incluso la izquierda en #Andalucía pese a rebuscar ataques a la @AndaluciaJunta y personalmente a @JuanMa_Moreno, n… https://t.co/p7nwWiXzSm",Priego de Córdoba,ES
lolagil20,"Pero tu crees que los españoles, somos idiotas, yo viví el robo, que hizo el PP de todo, donde está su amigo Ignaci… https://t.co/g2aYoYwL8F",Salamanca,ES
gmdeaguilera,"@dondelaH No sé...y si el gobierno transmite una situación irreal? La prohibición de enseñar la realidad (UCIS, fer… https://t.co/uhnDPw1doN",Albacete,ES
Ignacio55422161,"Castilla León, también despide a los sanitarios, donde manda PP continuan destrozando España https://t.co/Yiuev5VmjM",Zaragoza,ES
Moonworldwide1,"Esto es lo que quiere el gobierno descargar responsabilidades. No somos conscientes, nos tenian que enseñar las UCIs",Paracuellos de Jarama,ES
Ignacio55422161,La rabia de un sindicalista de UGT en Alcalá de Guadaíra hacia el «asesino» Casado con 'likes' de un concejal socia… https://t.co/1N2y7wRtze,Zaragoza,ES
Manueljuradoc,Venga ahora todas las parejitas de recién casados a buscar niños que con la gestión del gobierno igual os sale a cu… https://t.co/ZFIIDu8fBB,Coria del Río,ES
PoromEmilio,"@Stelladeeli @carmenporter_ @Aitor_Redwood_b @abc_es @mileniolive Gobierno de Madrid!

Una locura muy triste!",Vilagarcía de Arousa,ES
Robcampnou67,Alemania advierte a sus ciudadanos que no podrán ir a España de vacaciones https://t.co/BIa29Kw3qL,Valladolid,ES
Uniteva,@riverakiko vota a Vox y ahora vive de ayudas... Vete a recoger fresas so vago.,Palma,ES
GenesisMarchena,Podemos estar de acuerdo o no cómo se está gestionando todo esto en España. Pero lo que está claro es que sino cola… https://t.co/g4W4NzD7IB,San Agustín del Guadalix,ES
reinfeld183,@alvarobarrioss Pedro sanchez escribió el guión de El padrino III,Madrid,ES
Herrero1946Jose,Una concejala de Vox de Sant Joan d`Alalcant se salta las normas el primer día de paseo con sus hijos https://t.co/vuuw5x67oS,Talavera de la Reina,ES
Ignacio55422161,Iglesias responde a Maroto: 'Esta crisis representa el drama de la privatización y la presencia de fondos buitre en… https://t.co/Db1Uxz9AxR,Zaragoza,ES
aitanasanzera8,@Chica05_ Por eso los contagios nunca terminarán y la culpa será del gobierno y como dicen los de la historia del M… https://t.co/xMOnAv10N8,Cabañas de la Sagra,ES
Herrero1946Jose,Una concejala de Vox de Sant Joan d`Alalcant se salta las normas el primer día de paseo con sus hijos https://t.co/vuuw5x67oS,Talavera de la Reina,ES
hhuedoquotes,"Esto me recuerda a cuando gana el PP las elecciones, todo el mundo se lleva las manos a cabeza y nadie ha sido. 🤔",Sant Josep de sa Talaia,ES
MiguelGarciaDo6,"14 Todo el Pueblo ..el Parlamento en su momento debemos exigir explicaciones ..ecifecua,y cuantas responsabilidades… https://t.co/LBwiKs3vQs",Palma,ES
PoromEmilio,@militamadrid @abc_es Tu te  lejos del gobierno al PP que ya veras como sobra dinero...,Vilagarcía de Arousa,ES
AzoteCasta,"Cacho perros, gobierno del infierno, vais a dejar España como un rastrojo

NO LO PODEMOS TOLERAR. REBELIÓN TOTAL… https://t.co/YfwVDGwfWc",Alcalá de Henares,ES
RaulGuzzoConteG,"#LiarlaPardo81
Ante el desastre de la pandemia el ppartido corruppto la enrostra al Gobierno (Sector Público)Pero s… https://t.co/Cd7sWkl3n2",Las Rozas de Madrid,ES
ce67cigarcia,"Papa Gobierno ha avisado. Un padre maximo, creo, tres niños, guardando la distancia de seguridad por el bien de ell… https://t.co/CG2Fe4GRoS",Madrid,ES
gmdeaguilera,"@Dr_Luis Han logrado el gobierno y las tv trivializar la situación. Como si la enfermedad fuera de otros, la muerte… https://t.co/oGe4TI8afd",Albacete,ES
babylxnch,"Nosotros: El 2 de mayo salimos a correr, podemos pasear.. 

Pedro Sánchez al ver que casi nadie respeta las normas… https://t.co/7iYolJ9yKD",La Torre de Esteban Hambrán,ES
AlvaroBurrell,Ya podemos ir a Misa? Igual era solo para menores???,Monzón,ES
cagolahostia,"@PhilJordi Casado sin tener cargo alguno, acudiendo a visitas a sitios oficiales",Vilanova i la Geltrú,ES
mxrtibx,"Con las indicaciones. Y esto que es un secreto a voces no os penséis que el Gobierno no tiene en cuenta.
Claro que… https://t.co/eEWXHcQDjV",Bujaraloz,ES
MiguelGarciaDo6,"15.Y de manera muy especial el populismo de VOX  para implantar el https://t.co/EfIirYkYla la,Juventus actual si la… https://t.co/VYse8tntkq",Palma,ES
YsabellaFF,El gobierno es una mierda una gente va a la par.,Torrent,ES
divermates,¿Quién no ha escuchado que la espiral áurea la podemos encontrar en la forma d la concha del nautilus?¿Qué nos dirí… https://t.co/h9q6jycRmX,Madrid,ES
Jennifeer_N,@MarcosRatchet La gente también se pasa las medidas por el ojete no solo depende del gobierno si no de que la gente… https://t.co/XqQjVuLWTl,Valencia,ES
diegojim98,La culpa es del gobierno por intentar que los niños se despejen un poco de estar tantos dias encerraos o de los pad… https://t.co/fv3naQZaaU,Turre,ES
Rodrigoasalina,Sabéis porque la iglesia no quiere q el gobierno le dé a los más necesitados una renta mínima? Pues está muy clarit… https://t.co/RaCd8ms0Ke,El Coronil,ES
LuisGarciaAlv15,@Kemasda23 @quilla_mari Como es posible que este gobierno permita este desfile ¿Cual es el motivo? ¿Con qué fin lo permiten?¿Por qué razón?,Torres de la Alameda,ES
cagolahostia,"@xikofobo El que esta en la cola, es alguno que apenas lleha a final de mes y encima vota al PP y luego a las 8 apl… https://t.co/3odfwWFJ3e",Vilanova i la Geltrú,ES
Anamonaster,"@namasqueyomaria Me acaban de mandar un video de Sevilla y parece el metro en hora punta, después la culpa la tendrá el gobierno",Almonaster la Real,ES
javicascabel,@danirodriguezfs El bajito de la derecha jugaba a otra cosa mister....para mi el mejor futbolista de la historia...,Arganda del Rey,ES
VIKYKA30,"@Danisfc0307 Una torta le pegaba a cada uno,luego dirán que la culpa es del gobierno en esto,si somos una panda de borregos!!!",Alcalá de Guadaíra,ES
JorgeOsmaC,@David_SanchezB Si pretendes insinuar que el Gobierno se ríe de la situación mientras que la oposición es a la únic… https://t.co/S2o2AppL7R,Madrid,ES
mxrtibx,"No sé si nos hemos vuelto locos, no sé si el gobierno está creando una falsa moralidad en todos nosotros, o es que… https://t.co/HelO9m3VZ0",Bujaraloz,ES
pikeba7,"“Es que nos dicen que podemos sacar bicicletas y balones”, “es que coincide con domingo y encima soleado”, “es que… https://t.co/uu2ywFYkAd",San Sebastián de los Reyes,ES
PilarAlandalus,@SextaNocheTV Usted sí que no respeta a nadie.  Solo ataca al gobierno legítimo de una manera insana y con un odio sin precedentes.,Alcorcón,ES
Pedrosanchezz63,@hermanntertsch Abascal payasete próxima legislatura PSOE mayoría absoluta,Manacor,ES
frescoyseco,Gobierno dominguero.,Madrid,ES
Juan_VG11,Espero que el gobierno cancele lo del 2 de Mayo de salir a hacer deporte visto lo de hoy....,Málaga,ES
RosaTristan,Islandia anima a sus ciudadanos a abrazar árboles para superar el aislamiento social.  Eso necesitaremos: baños de… https://t.co/dFI75PxXr1,Madrid,ES
ftl1ftl2,@argente_pilar @Ignacio55422161 @GVAsanitat Xq será q NO Me Lo CREO. La derecha extrema quiere cacerolas para todo y desinforma.,Leganés,ES
Montseyugo,"@LiarlaPardo Si el gobierno decreta el estado de alerta antes del
8M ni la manifestación ni el mitin de Vox ni su p… https://t.co/ytxEAY1o71",Getafe,ES
ManueldeFranci4,"@nofilecat @isama1958 @QuimTorraiPla El gobierno ha sido votado por los ciudadanos.
El gobierno es un reflejo de lo… https://t.co/1l9vuPJJAB",Barcelona,ES
Almadei_,Creo que el gobierno de este país acaba de entender por qué Amadeo I se piró de vuelta a Italia,Vigo,ES
mariteremoto,"@GDGC240977 @PSOE Hoy en mi barrio, después del fracaso de ayer , los cuatro fachas no han salido.",Alcalá de Henares,ES
jmfp1969,(VÍDEO): Casado recita en la cara de Sánchez los titulares de la prensa internacional que demuestran la incompetenc… https://t.co/u90z5E9dUl,Valladolid,ES
47ce69c62c8d453,"@cliptoni @claratahoces @navedelmisterio Es logico ver extraterrestre y votar a VOX. Lo normal,y la izquierda sin v… https://t.co/rHtFWk2rz6",Madrid,ES
TheRealFucking8,"Venga, a ver cuanto tardan en echarle mierda al Gobierno los padres de calibre #irresponsable cuando les pongan mul… https://t.co/TUt50T7qQ0",Laguna de Duero,ES
ManueldeFranci4,@Enric_GF2 @QuimTorraiPla @PSOE @socialistes_cat @PODEMOS @EnComu_Podem Tenemos un gobierno reflejo de sus votantes… https://t.co/1Q5wdf4Rjm,Barcelona,ES
cronicasbrbaras,Que yo recuerde esta es la primera vez que un vicepresidente del gobierno desprecia y acusa de ¿prevaricación? a un… https://t.co/XuWC0wzRKK,Pozuelo de Alarcón,ES
nuquica,"@_InakiLopez_ El gobierno sigue sin hacer ni futo caso:
- mascarillas Obligatorias para salir a la calle
- distanci… https://t.co/Gqvh41KXVZ",Zaragoza,ES
KurtBravo,"En estos 43 días de encierro, ¿habéis “incumplido” el encierro impuesto por el Gobierno para ver a algún ser querid… https://t.co/Tw7H3b2ARi",Madrid,ES
natisanjuan,"@JuanfraEscudero Flipo, ahora la culpa de los #subnormales que salieron hoy también es el gobierno . Es que sois para morir de risa !! 🤣🤣",Barcelona,ES
Pasion_SFC_,"""La fase de entrenamientos individuales fuera de casa la podrán hacer los ciudadanos dentro de poco. Eso nos da una… https://t.co/0QsLwA0eEx",Sanlúcar de Barrameda,ES
ainarodriguezn,Yo creo q el gobierno lo ha regulado y ha puesto unas normas muy claras y lógicas. Igual es culpa del q la incumple… https://t.co/OQX9XNUu6v,Palma,ES
briones_ney,"OPINIÓN | La extrema derecha y el paradigma Iker Jiménez, por Antonio Maestre @AntonioMaestre  https://t.co/dSMZ380Y6F vía @eldiarioes",Sabadell,ES
mariaortiz1_,"La culoa de que no hagáis ni puto caso a lo dicho por el gobierno la tiene el gobierno, claro que sí",San Martín de Valdeiglesias,ES
mariaortiz1_,"La culpa de que no hagáis ni puto caso a lo dicho por el gobierno la tiene el gobierno, claro que sí",San Martín de Valdeiglesias,ES
excometals,(VÍDEO): Casado recita en la cara de Sánchez los titulares de la prensa internacional que demuestran la incompetenc… https://t.co/oeTocvDIUn,Alcorcón,ES
mandarinaroja04,"@estherpalomera Los asesores de imagen de los políticos de PP,,son unos fenomenos ,la cagaron con la foto de Casado y ahora esto,pateticos",La Puebla de Alfindén,ES
RimandoMoreno,@PedroInsua1 @ManuelGarcaVil4 @elespanolcom “el gobierno nos quiere encerrados” para seguir impunemente gobernando… https://t.co/FwlBjxP9p0,Madrid,ES
ppacocyl,Esto es lo que @alferma1 ha pedido hoy a Sánchez en la reunión mantenida entre presidentes de CC.AA. y Gobierno 👇🏻,Segovia,ES
Retamar95,"@luisferbaena Yo no he dicho q eso sea culpa del gobierno en ningún momento, al revés, he aludido a que hay gente i… https://t.co/9IOA0oVDoc",Zafra,ES
LanyMayan,"@lavozdegalicia Mira que critique al gobierno por tantas muertes y contagios, pero echar la culpa de esto es de sin… https://t.co/Od4jXNBC1R",Marín,ES
Rxbykk,"""Lo siento no podemos jugar el partido de hoy de EAS la victoria es nuestra ""

Yo entrando de nuevo al minecraft:",Huelva,ES
Markostris,Una vez más me reafirmo en que hay un sector de la población española que se piensa que el gobierno nos ha tenido m… https://t.co/1ulaZ61cWk,Alcorcón,ES
FelixFuenla,"El Gobierno pone unas medidas 'responsables', yo me las salto y encima luego saco mi cacerola...
La culpa siempre es de otro.",Fuenlabrada,ES
Paaula_martin_,"A las ocho salís a aplaudir,a hacer cazeroladas contra el gobierno y a echarles la culpa de vuestra irresponsabilid… https://t.co/li4bDKioZi",Escalona,ES
Y0_OpinoQue____,Y luego están culpando al gobierno a #PedroSanchez que adimicion y van y salen a la calle como ovejas sin pastor y… https://t.co/dhtZP5TtAw,Castelldefels,ES
Mar56474029,Gracias. Muchas gracias por no aplaudir.  Que se de cuenta el gobierno de que no somos tontos como piensan. https://t.co/xbIJ8VvC0v,Lleida,ES
aavvpajaritos,"Y gracias a Verónica @vrony podemos escuchar todo el concierto de @norbertosaxofon 
🔝🔝🔝",Soria,ES
latrincheraTEA,"@LibDemCyL Yo ya me he quedado sin muchas cosas. Entre ellas, sin mi felicidad. Y creo que ya hay motivos para que esté gobierno lo pague.",Pontevedra,ES
misxmuertos,"Os juro que se me han saltado las lágrimas cuando han dicho que el 2 podemos hacer deporte en la calle, por favor n… https://t.co/8FRFPEix8O",Camas,ES
dariociamanzoni,@microbians Que podemos esperar de una sociedad educada en donde es moda ser el más listo y no el que tiene mas sen… https://t.co/a8Jd2gWQbW,Alicante,ES
LyNDeK,Estamos rodeados de Politicos sinvergüenzas...tanto de izquierda como de la derecha.https://t.co/XQosPGNpmi,Churriana de la Vega,ES
keyceci,@PilarCasaresG @PabloZMolina1 @alfonso_ussia Tal vez será necesario un gobierno más amplio sin nacionalismos para t… https://t.co/AL3bCrCnmv,Barcelona,ES
marcopomapesca,¿Las caceroladas son contra el gobierno o contra los padres?,Madrid,ES
tremolera,"Y ahora han jodido también lo de los aplausos con las putas cacerolas, es que no puedo con la derecha de este maldito país.",Albacete,ES
Tino10932320,"@AntonioMaestre 30.000 muertos Antoñito , Economía destrozada por tu Gobierno de incompetentes!!Mascarillas, respir… https://t.co/qCet5HDXNq",Madrid,ES
inmaort,"Todas juntas podemos
#CanYamanTheGreatSoul",Sevilla,ES
SSnakeFHL,"Las familias son complicadas y muchas veces nacemos en unas que realmente no merecemos, pero podemos aprender y ser… https://t.co/Y4uM1U7KUj",Valencia,ES
lk2_89,"Que pesadez con echarle las culpas al gobierno de todo, cansin@s!!!",Utrera,ES
josevelascofdez,@juanLR_r @patrimbm @mujer_alienada A ver q lo han pedido muchos políticos q lo ha pedido casado y presidentes auto… https://t.co/7Ofpn0Sbqq,Granada,ES
sheledeejay,@Franci_1907 Pero seguro que habrá alguien que echen culpa al gobierno pero bueno a ver que pasa estos días,Lucena,ES
JuanDiego_77,"@_anapastor_ Abrir todo ya, dejemos a este gobierno de paja",Vila-seca,ES
frescoyseco,"@SerranoIsmael Además, que yo sepa, este gobierno ha llegado al poder porque muchos han votado a esos que dices. ¿I… https://t.co/bnK2R0pPUQ",Madrid,ES
Samhain_Pumpkin,@KingLuisXXXV Creo que eran contra el gobierno,Cáceres,ES
carlosrie,@GirautaOficial El Joker del gobierno https://t.co/DGGRKatsQh,Alcobendas,ES
juanjopereira88,"Y digo yo, ¿Qué culpa tiene el Gobierno ante la gilipollez humana? 🤷🏻‍♂️",Barcelona,ES
